Source,Target,Date,Location,Weight,Latitude,Longitude,Coordinates
Neatline,Scalar,1/1/2018 0:00:00,"Mexico City, Mexico",7,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Scalar,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,StoryMapJS,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,TEI,1/1/2010 0:00:00,"London, England, United Kingdom",140,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Neatline,TEI,1/1/2012 0:00:00,"Hamburg, Germany",183,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,TEI,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",176,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,TEI,1/1/2014 0:00:00,"Lausanne, Switzerland",123,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,TEI,1/1/2015 0:00:00,"Sydney, Australia",271,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,TEI,1/1/2016 0:00:00,"Kraków, Poland",159,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,TEI,1/1/2017 0:00:00,"Montréal, Canada",132,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",58,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,TEI,1/1/2019 0:00:00,"Utrecht, Netherlands",281,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Twitter,1/1/2010 0:00:00,"London, England, United Kingdom",21,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Neatline,Twitter,1/1/2012 0:00:00,"Hamburg, Germany",36,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Twitter,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",30,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Twitter,1/1/2014 0:00:00,"Lausanne, Switzerland",19,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Twitter,1/1/2015 0:00:00,"Sydney, Australia",24,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Twitter,1/1/2016 0:00:00,"Kraków, Poland",60,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Twitter,1/1/2017 0:00:00,"Montréal, Canada",52,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",74,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Twitter,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Voyant,1/1/2012 0:00:00,"Hamburg, Germany",45,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Voyant,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",55,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Voyant,1/1/2014 0:00:00,"Lausanne, Switzerland",46,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Voyant,1/1/2015 0:00:00,"Sydney, Australia",41,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Voyant,1/1/2016 0:00:00,"Kraków, Poland",24,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Voyant,1/1/2017 0:00:00,"Montréal, Canada",38,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",9,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Voyant,1/1/2019 0:00:00,"Utrecht, Netherlands",10,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Voyant Tools,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",17,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Voyant Tools,1/1/2014 0:00:00,"Lausanne, Switzerland",14,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Voyant Tools,1/1/2015 0:00:00,"Sydney, Australia",13,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Voyant Tools,1/1/2016 0:00:00,"Kraków, Poland",16,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Voyant Tools,1/1/2017 0:00:00,"Montréal, Canada",11,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",9,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Voyant Tools,1/1/2019 0:00:00,"Utrecht, Netherlands",7,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,WordPress,1/1/2010 0:00:00,"London, England, United Kingdom",5,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Neatline,WordPress,1/1/2012 0:00:00,"Hamburg, Germany",37,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,WordPress,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",20,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,WordPress,1/1/2014 0:00:00,"Lausanne, Switzerland",11,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,WordPress,1/1/2015 0:00:00,"Sydney, Australia",4,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,WordPress,1/1/2016 0:00:00,"Kraków, Poland",11,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,WordPress,1/1/2017 0:00:00,"Montréal, Canada",14,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",6,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,WordPress,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Neatline,Zotero,1/1/2010 0:00:00,"London, England, United Kingdom",5,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Neatline,Zotero,1/1/2012 0:00:00,"Hamburg, Germany",34,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Neatline,Zotero,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",21,40.813616,-96.7025955,"40.813616, -96.7025955"
Neatline,Zotero,1/1/2014 0:00:00,"Lausanne, Switzerland",14,46.5196535,6.6322734,"46.5196535, 6.6322734"
Neatline,Zotero,1/1/2015 0:00:00,"Sydney, Australia",4,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Neatline,Zotero,1/1/2016 0:00:00,"Kraków, Poland",14,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Neatline,Zotero,1/1/2017 0:00:00,"Montréal, Canada",14,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Neatline,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",4,19.4326077,-99.133208,"19.4326077, -99.133208"
Neatline,Zotero,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Drupal,1/1/2015 0:00:00,"Sydney, Australia",18,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Drupal,1/1/2016 0:00:00,"Kraków, Poland",22,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Drupal,1/1/2017 0:00:00,"Montréal, Canada",4,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",2,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Drupal,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Drupal,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",9,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Gephi,1/1/2015 0:00:00,"Sydney, Australia",27,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Gephi,1/1/2016 0:00:00,"Kraków, Poland",23,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Gephi,1/1/2017 0:00:00,"Montréal, Canada",29,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",8,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Gephi,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Gephi,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",4,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Google Books,1/1/2015 0:00:00,"Sydney, Australia",31,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Google Books,1/1/2016 0:00:00,"Kraków, Poland",15,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Google Books,1/1/2017 0:00:00,"Montréal, Canada",4,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",11,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Google Books,1/1/2019 0:00:00,"Utrecht, Netherlands",5,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Google Books,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",2,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Neatline,1/1/2015 0:00:00,"Sydney, Australia",18,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Neatline,1/1/2016 0:00:00,"Kraków, Poland",9,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Neatline,1/1/2017 0:00:00,"Montréal, Canada",9,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",4,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Neatline,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Python,1/1/2015 0:00:00,"Sydney, Australia",27,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Python,1/1/2016 0:00:00,"Kraków, Poland",10,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Python,1/1/2017 0:00:00,"Montréal, Canada",22,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Python,1/1/2018 0:00:00,"Mexico City, Mexico",21,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Python,1/1/2019 0:00:00,"Utrecht, Netherlands",11,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Python,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",12,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Scalar,1/1/2015 0:00:00,"Sydney, Australia",19,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Scalar,1/1/2016 0:00:00,"Kraków, Poland",2,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Scalar,1/1/2017 0:00:00,"Montréal, Canada",7,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Scalar,1/1/2018 0:00:00,"Mexico City, Mexico",5,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Scalar,1/1/2019 0:00:00,"Utrecht, Netherlands",4,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,StoryMapJS,1/1/2018 0:00:00,"Mexico City, Mexico",3,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,TEI,1/1/2015 0:00:00,"Sydney, Australia",287,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,TEI,1/1/2016 0:00:00,"Kraków, Poland",152,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,TEI,1/1/2017 0:00:00,"Montréal, Canada",125,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",56,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,TEI,1/1/2019 0:00:00,"Utrecht, Netherlands",281,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,TEI,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",37,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Twitter,1/1/2015 0:00:00,"Sydney, Australia",40,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Twitter,1/1/2016 0:00:00,"Kraków, Poland",53,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Twitter,1/1/2017 0:00:00,"Montréal, Canada",45,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",72,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Twitter,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Twitter,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",27,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Voyant,1/1/2015 0:00:00,"Sydney, Australia",57,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Voyant,1/1/2016 0:00:00,"Kraków, Poland",17,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Voyant,1/1/2017 0:00:00,"Montréal, Canada",31,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Voyant,1/1/2018 0:00:00,"Mexico City, Mexico",7,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Voyant,1/1/2019 0:00:00,"Utrecht, Netherlands",10,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,Voyant,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",2,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Voyant Tools,1/1/2015 0:00:00,"Sydney, Australia",29,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Voyant Tools,1/1/2016 0:00:00,"Kraków, Poland",9,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Voyant Tools,1/1/2017 0:00:00,"Montréal, Canada",4,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Voyant Tools,1/1/2018 0:00:00,"Mexico City, Mexico",7,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Voyant Tools,1/1/2019 0:00:00,"Utrecht, Netherlands",7,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,WordPress,1/1/2015 0:00:00,"Sydney, Australia",20,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,WordPress,1/1/2016 0:00:00,"Kraków, Poland",4,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,WordPress,1/1/2017 0:00:00,"Montréal, Canada",7,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,WordPress,1/1/2018 0:00:00,"Mexico City, Mexico",4,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,WordPress,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Palladio,WordPress,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",2,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Palladio,Zotero,1/1/2015 0:00:00,"Sydney, Australia",20,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Palladio,Zotero,1/1/2016 0:00:00,"Kraków, Poland",7,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Palladio,Zotero,1/1/2017 0:00:00,"Montréal, Canada",7,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Palladio,Zotero,1/1/2018 0:00:00,"Mexico City, Mexico",2,19.4326077,-99.133208,"19.4326077, -99.133208"
Palladio,Zotero,1/1/2019 0:00:00,"Utrecht, Netherlands",2,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Drupal,1/1/2009 0:00:00,"College Park, Maryland, United States",6,38.9896967,-76.93776,"38.9896967, -76.93776"
Python,Drupal,1/1/2010 0:00:00,"London, England, United Kingdom",5,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Python,Drupal,1/1/2011 0:00:00,"Stanford, California, United States",2,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Python,Drupal,1/1/2012 0:00:00,"Hamburg, Germany",14,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Drupal,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",24,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Drupal,1/1/2014 0:00:00,"Lausanne, Switzerland",14,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Drupal,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Drupal,1/1/2016 0:00:00,"Kraków, Poland",30,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Drupal,1/1/2017 0:00:00,"Montréal, Canada",24,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Drupal,1/1/2018 0:00:00,"Mexico City, Mexico",21,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Drupal,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Drupal,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",19,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,Drupal,1/1/2020 0:00:00,"Paderborn, Germany",2,51.7189205,8.7575093,"51.7189205, 8.75750929999999"
Python,Drupal,1/1/2022 0:00:00,"Tokyo, Japan",34,35.6764225,139.650027,"35.6764225, 139.650027"
Python,Gephi,1/1/2011 0:00:00,"Stanford, California, United States",4,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Python,Gephi,1/1/2012 0:00:00,"Hamburg, Germany",7,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Gephi,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",23,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Gephi,1/1/2014 0:00:00,"Lausanne, Switzerland",17,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Gephi,1/1/2015 0:00:00,"Sydney, Australia",20,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Gephi,1/1/2016 0:00:00,"Kraków, Poland",31,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Gephi,1/1/2017 0:00:00,"Montréal, Canada",49,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Gephi,1/1/2018 0:00:00,"Mexico City, Mexico",27,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Gephi,1/1/2019 0:00:00,"Utrecht, Netherlands",22,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Gephi,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",14,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,Gephi,1/1/2022 0:00:00,"Tokyo, Japan",37,35.6764225,139.650027,"35.6764225, 139.650027"
Python,Google Books,1/1/2008 0:00:00,"Oulu, Finland",5,65.0120888,25.4650773,"65.0120888, 25.4650773"
Python,Google Books,1/1/2009 0:00:00,"College Park, Maryland, United States",17,38.9896967,-76.93776,"38.9896967, -76.93776"
Python,Google Books,1/1/2010 0:00:00,"London, England, United Kingdom",2,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Python,Google Books,1/1/2011 0:00:00,"Stanford, California, United States",13,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Python,Google Books,1/1/2012 0:00:00,"Hamburg, Germany",18,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Google Books,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",9,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Google Books,1/1/2014 0:00:00,"Lausanne, Switzerland",10,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Google Books,1/1/2015 0:00:00,"Sydney, Australia",24,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Google Books,1/1/2016 0:00:00,"Kraków, Poland",23,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Google Books,1/1/2017 0:00:00,"Montréal, Canada",24,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Google Books,1/1/2018 0:00:00,"Mexico City, Mexico",30,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Google Books,1/1/2019 0:00:00,"Utrecht, Netherlands",14,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Google Books,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",12,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,Google Books,1/1/2022 0:00:00,"Tokyo, Japan",34,35.6764225,139.650027,"35.6764225, 139.650027"
Python,Neatline,1/1/2010 0:00:00,"London, England, United Kingdom",3,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Python,Neatline,1/1/2012 0:00:00,"Hamburg, Germany",36,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Neatline,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",20,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Neatline,1/1/2014 0:00:00,"Lausanne, Switzerland",12,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Neatline,1/1/2015 0:00:00,"Sydney, Australia",11,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Neatline,1/1/2016 0:00:00,"Kraków, Poland",17,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Neatline,1/1/2017 0:00:00,"Montréal, Canada",29,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Neatline,1/1/2018 0:00:00,"Mexico City, Mexico",23,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Neatline,1/1/2019 0:00:00,"Utrecht, Netherlands",11,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Palladio,1/1/2015 0:00:00,"Sydney, Australia",27,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Palladio,1/1/2016 0:00:00,"Kraków, Poland",10,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Palladio,1/1/2017 0:00:00,"Montréal, Canada",22,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Palladio,1/1/2018 0:00:00,"Mexico City, Mexico",21,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Palladio,1/1/2019 0:00:00,"Utrecht, Netherlands",11,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Palladio,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",12,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,Scalar,1/1/2012 0:00:00,"Hamburg, Germany",14,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Scalar,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",7,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Scalar,1/1/2014 0:00:00,"Lausanne, Switzerland",7,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Scalar,1/1/2015 0:00:00,"Sydney, Australia",12,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Scalar,1/1/2016 0:00:00,"Kraków, Poland",10,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Scalar,1/1/2017 0:00:00,"Montréal, Canada",27,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Scalar,1/1/2018 0:00:00,"Mexico City, Mexico",24,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Scalar,1/1/2019 0:00:00,"Utrecht, Netherlands",13,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,Scalar,1/1/2022 0:00:00,"Tokyo, Japan",32,35.6764225,139.650027,"35.6764225, 139.650027"
Python,StoryMapJS,1/1/2018 0:00:00,"Mexico City, Mexico",22,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,TEI,1/1/2000 0:00:00,"Glasgow, Scotland, United Kingdom",64,55.8616704,-4.2583345,"55.8616703999999, -4.2583345"
Python,TEI,1/1/2003 0:00:00,"Athens, Georgia, United States",84,33.9519347,-83.357567,"33.9519347, -83.357567"
Python,TEI,1/1/2004 0:00:00,"Gothenborg, Sweden",174,57.70887,11.97456,"57.70887, 11.97456"
Python,TEI,1/1/2005 0:00:00,"Victoria, British Columbia, Canada",158,48.4284207,-123.3656444,"48.4284207, -123.3656444"
Python,TEI,1/1/2007 0:00:00,"Urbana-Champaign, Illinois, United States",115,40.1105875,-88.2072697,"40.1105875, -88.2072697"
Python,TEI,1/1/2008 0:00:00,"Oulu, Finland",155,65.0120888,25.4650773,"65.0120888, 25.4650773"
Python,TEI,1/1/2009 0:00:00,"College Park, Maryland, United States",148,38.9896967,-76.93776,"38.9896967, -76.93776"
Python,TEI,1/1/2010 0:00:00,"London, England, United Kingdom",139,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Python,TEI,1/1/2011 0:00:00,"Stanford, California, United States",90,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Python,TEI,1/1/2012 0:00:00,"Hamburg, Germany",153,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,TEI,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",168,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,TEI,1/1/2014 0:00:00,"Lausanne, Switzerland",119,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,TEI,1/1/2015 0:00:00,"Sydney, Australia",280,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,TEI,1/1/2016 0:00:00,"Kraków, Poland",160,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,TEI,1/1/2017 0:00:00,"Montréal, Canada",145,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,TEI,1/1/2018 0:00:00,"Mexico City, Mexico",75,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,TEI,1/1/2019 0:00:00,"Utrecht, Netherlands",290,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
Python,TEI,1/1/2020 0:00:00,"Ottawa, Ontario, Canada",47,45.4215296,-75.6971931,"45.4215296, -75.6971930999999"
Python,TEI,1/1/2022 0:00:00,"Tokyo, Japan",129,35.6764225,139.650027,"35.6764225, 139.650027"
Python,Twitter,1/1/2009 0:00:00,"College Park, Maryland, United States",4,38.9896967,-76.93776,"38.9896967, -76.93776"
Python,Twitter,1/1/2010 0:00:00,"London, England, United Kingdom",20,51.5072178,-0.1275862,"51.5072178, -0.1275862"
Python,Twitter,1/1/2011 0:00:00,"Stanford, California, United States",22,37.424106,-122.1660756,"37.4241059999999, -122.1660756"
Python,Twitter,1/1/2012 0:00:00,"Hamburg, Germany",6,53.5488282,9.9871703,"53.5488282, 9.98717029999999"
Python,Twitter,1/1/2013 0:00:00,"Lincoln, Nebraska, United States",22,40.813616,-96.7025955,"40.813616, -96.7025955"
Python,Twitter,1/1/2014 0:00:00,"Lausanne, Switzerland",15,46.5196535,6.6322734,"46.5196535, 6.6322734"
Python,Twitter,1/1/2015 0:00:00,"Sydney, Australia",33,-33.8688197,151.2092955,"-33.8688197, 151.2092955"
Python,Twitter,1/1/2016 0:00:00,"Kraków, Poland",61,50.0646501,19.9449799,"50.0646500999999, 19.9449799"
Python,Twitter,1/1/2017 0:00:00,"Montréal, Canada",65,45.5018869,-73.5673919,"45.5018869, -73.5673918999999"
Python,Twitter,1/1/2018 0:00:00,"Mexico City, Mexico",91,19.4326077,-99.133208,"19.4326077, -99.133208"
Python,Twitter,1/1/2019 0:00:00,"Utrecht, Netherlands",11,52.0907374,5.1214201,"52.0907373999999, 5.1214201"
